participant_id,survey_type,age,gender,race,zip_code,education_level,income
Participant 815,online,19.0,A man,White / Caucasian,83706.0,8th grade or less,"$50,000 to $74,999"
Participant 816,online,20.0,A man,White / Caucasian,82705.0,8th grade or less,"$100,000 or more"
Participant 817,online,22.0,A woman,White / Caucasian,83704.0,"Some high school, no diploma","$50,000 to $74,999"
Participant 818,online,17.0,A woman,White / Caucasian,83706.0,8th grade or less,"$25,000 or less"
Participant 819,online,39.0,A woman,White / Caucasian,83704.0,Associates degree,"$100,000 or more"
Participant 82,in_person,66.0,A man,White / Caucasian,83702.0,Master’s degree,"$100,000 or more"
Participant 82,online,18.0,A woman,Black or African American,83706.0,8th grade or less,"$25,000 to $49,999"
Participant 820,online,18.0,A woman,Hispanic or Latino,83716.0,8th grade or less,"$25,000 or less"
Participant 821,online,43.0,A man,Black or African American,83651.0,"Some college, no degree","$25,000 or less"
Participant 822,online,60.0,A woman,White / Caucasian,83706.0,"High school graduate, diploma or GED","$100,000 or more"
Participant 823,online,18.0,A woman,White / Caucasian,83605.0,8th grade or less,"$25,000 or less"
Participant 824,online,43.0,A man,White / Caucasian,83712.0,Associates degree,"$100,000 or more"
Participant 825,online,19.0,A woman,White / Caucasian,83706.0,8th grade or less,"$75,000 to $99,999"
Participant 826,online,20.0,A woman,White / Caucasian,95630.0,"Some high school, no diploma","$100,000 or more"
Participant 827,online,52.0,A man,White / Caucasian,83702.0,"Some college, no degree","$25,000 to $49,999"
Participant 828,online,31.0,A man,White / Caucasian,83705.0,"Some college, no degree","$50,000 to $74,999"
Participant 829,online,29.0,A woman,White / Caucasian,83705.0,"Some college, no degree","$50,000 to $74,999"
Participant 83,in_person,70.0,A woman,White / Caucasian,83702.0,Master’s degree,"$100,000 or more"
Participant 83,online,23.0,A man,White / Caucasian,83706.0,"Some high school, no diploma","$25,000 or less"
Participant 830,online,34.0,A woman,White / Caucasian,83704.0,8th grade or less,"$25,000 to $49,999"
Participant 831,online,24.0,A man,White / Caucasian,83705.0,"Some high school, no diploma","$25,000 or less"
Participant 832,online,18.0,A woman,White / Caucasian,83709.0,8th grade or less,"$100,000 or more"
Participant 833,online,45.0,A man,White / Caucasian,83646.0,"Some college, no degree","$75,000 to $99,999"
Participant 834,online,46.0,A woman,White / Caucasian,83706.0,"Some college, no degree","$25,000 to $49,999"
Participant 835,online,48.0,A woman,Hispanic or Latino,83686.0,"Some high school, no diploma","$25,000 to $49,999"
Participant 836,online,39.0,A woman,White / Caucasian,83702.0,Associates degree,"$100,000 or more"
Participant 837,online,21.0,A woman,White / Caucasian,83651.0,"Some high school, no diploma","$25,000 or less"
Participant 838,online,29.0,A woman,White / Caucasian,83702.0,Associates degree,"$25,000 to $49,999"
Participant 839,online,57.0,A man,White / Caucasian,83709.0,Associates degree,"$100,000 or more"
Participant 84,in_person,30.0,A woman,White / Caucasian,83646.0,Master’s degree,"$25,000 to $49,999"
Participant 84,online,50.0,Other,White / Caucasian,83702.0,Associates degree,"$100,000 or more"
Participant 840,online,61.0,A woman,White / Caucasian,83705.0,Associates degree,"$100,000 or more"
Participant 841,online,59.0,A man,White / Caucasian,83706.0,Associates degree,"$100,000 or more"
Participant 842,online,38.0,A woman,White / Caucasian,83709.0,"Some college, no degree","$50,000 to $74,999"
Participant 843,online,20.0,A man,White / Caucasian,83713.0,"Some high school, no diploma","$25,000 to $49,999"
Participant 844,online,60.0,A man,White / Caucasian,83616.0,"Some college, no degree","$100,000 or more"
Participant 845,online,41.0,A woman,White / Caucasian,83646.0,"Some college, no degree","$25,000 to $49,999"
Participant 846,online,20.0,A man,White / Caucasian,83706.0,"Some high school, no diploma","$100,000 or more"
Participant 847,online,33.0,A man,White / Caucasian,83713.0,"Some high school, no diploma","$25,000 to $49,999"
Participant 848,online,51.0,A woman,White / Caucasian,83706.0,Associates degree,"$75,000 to $99,999"
Participant 849,online,54.0,A man,White / Caucasian,83709.0,"Some college, no degree","$25,000 to $49,999"
Participant 85,in_person,28.0,A woman,White / Caucasian,83709.0,Bachelor’s degree,"$25,000 to $49,999"
Participant 85,online,65.0,A woman,White / Caucasian,83716.0,"Some college, no degree","$50,000 to $74,999"
Participant 850,online,30.0,A woman,White / Caucasian,83705.0,"Some college, no degree","$75,000 to $99,999"
Participant 851,online,27.0,A man,White / Caucasian,83706.0,"Some college, no degree","$25,000 to $49,999"
Participant 852,online,,,,83709.0,Associates degree,"$100,000 or more"
Participant 853,online,48.0,A woman,White / Caucasian,83642.0,"Some college, no degree","$75,000 to $99,999"
Participant 854,online,48.0,A woman,White / Caucasian,83713.0,"Some college, no degree","$25,000 or less"
Participant 855,online,63.0,A woman,White / Caucasian,83706.0,Associates degree,"$75,000 to $99,999"
Participant 856,online,70.0,A man,White / Caucasian,83655.0,"Some college, no degree","$50,000 to $74,999"
Participant 857,online,43.0,A woman,White / Caucasian,83704.0,"Some college, no degree","$25,000 to $49,999"
Participant 858,online,24.0,A woman,White / Caucasian,83706.0,"Some college, no degree","$25,000 to $49,999"
Participant 859,online,47.0,A man,White / Caucasian,83706.0,"Some college, no degree","$25,000 to $49,999"
Participant 86,in_person,43.0,A man,White / Caucasian,83646.0,"High school graduate, diploma or GED","$75,000 to $99,999"
Participant 86,online,28.0,A woman,White / Caucasian,83706.0,"Some college, no degree","$100,000 or more"
Participant 860,online,31.0,A man,White / Caucasian,83702.0,"Some college, no degree","$50,000 to $74,999"
Participant 861,online,,A woman,White / Caucasian,,Associates degree,"$100,000 or more"
Participant 862,online,44.0,A woman,White / Caucasian,83716.0,"Some college, no degree","$100,000 or more"
Participant 863,online,53.0,A woman,White / Caucasian,83706.0,"Some college, no degree","$75,000 to $99,999"
Participant 864,online,29.0,A man,White / Caucasian,83709.0,"Some college, no degree","$50,000 to $74,999"
Participant 865,online,57.0,A woman,White / Caucasian,83704.0,"Some college, no degree","$25,000 to $49,999"
Participant 866,online,54.0,A man,,83706.0,Associates degree,"$75,000 to $99,999"
Participant 867,online,62.0,A woman,White / Caucasian,83644.0,Associates degree,"$25,000 to $49,999"
Participant 868,online,35.0,A woman,White / Caucasian,83634.0,"Some high school, no diploma","$50,000 to $74,999"
Participant 869,online,39.0,A woman,Hispanic or Latino,83706.0,8th grade or less,"$25,000 to $49,999"
Participant 87,in_person,21.0,A man,White / Caucasian,83704.0,"Some college, no degree","$25,000 or less"
Participant 87,online,62.0,A man,White / Caucasian,83616.0,"Some college, no degree","$50,000 to $74,999"
Participant 870,online,42.0,A man,Hispanic or Latino,83714.0,"Some college, no degree","$100,000 or more"
Participant 871,online,44.0,A woman,,83702.0,"Some college, no degree","$100,000 or more"
Participant 872,online,35.0,A woman,White / Caucasian,83705.0,Associates degree,"$25,000 to $49,999"
Participant 873,online,76.0,A man,White / Caucasian,83642.0,Associates degree,"$100,000 or more"
Participant 874,online,47.0,A woman,White / Caucasian,83705.0,"High school graduate, diploma or GED",
Participant 875,online,18.0,A woman,White / Caucasian,83642.0,8th grade or less,"$50,000 to $74,999"
Participant 876,online,53.0,A woman,White / Caucasian,83702.0,"Some college, no degree","$50,000 to $74,999"
Participant 877,online,52.0,A woman,White / Caucasian,83712.0,"Some college, no degree","$50,000 to $74,999"
Participant 878,online,56.0,A woman,White / Caucasian,83706.0,Associates degree,"$100,000 or more"
Participant 879,online,41.0,A woman,White / Caucasian,83703.0,Associates degree,"$100,000 or more"
Participant 88,in_person,52.0,A woman,Asian / Pacific Islander,83704.0,"Some college, no degree","$100,000 or more"
Participant 88,online,18.0,A woman,White / Caucasian,83707.0,8th grade or less,"$25,000 to $49,999"
Participant 880,online,64.0,A man,White / Caucasian,83642.0,Associates degree,"$100,000 or more"
Participant 881,online,39.0,A woman,White / Caucasian,83704.0,"Some college, no degree","$50,000 to $74,999"
Participant 882,online,19.0,A woman,White / Caucasian,83706.0,8th grade or less,"$25,000 to $49,999"
Participant 883,online,30.0,A woman,White / Caucasian,83706.0,"Some college, no degree","$50,000 to $74,999"
Participant 884,online,43.0,A woman,White / Caucasian,83646.0,Associates degree,"$25,000 to $49,999"
Participant 885,online,57.0,A woman,White / Caucasian,83702.0,Associates degree,"$100,000 or more"
Participant 886,online,51.0,A woman,White / Caucasian,83709.0,"High school graduate, diploma or GED","$25,000 to $49,999"
Participant 887,online,29.0,A man,White / Caucasian,83672.0,"High school graduate, diploma or GED","$25,000 to $49,999"
Participant 888,online,45.0,A woman,White / Caucasian,83702.0,Associates degree,"$100,000 or more"
Participant 889,online,33.0,A woman,White / Caucasian,83709.0,"Some college, no degree","$100,000 or more"
Participant 89,in_person,67.0,A woman,White / Caucasian,83706.0,Master’s degree,"$50,000 to $74,999"
Participant 89,online,19.0,A woman,White / Caucasian,83706.0,8th grade or less,"$75,000 to $99,999"
Participant 890,online,32.0,A woman,White / Caucasian,83646.0,"Some high school, no diploma","$25,000 to $49,999"
Participant 891,online,48.0,A woman,White / Caucasian,83713.0,"Some college, no degree","$75,000 to $99,999"
Participant 892,online,19.0,A woman,White / Caucasian,83642.0,8th grade or less,"$25,000 to $49,999"
Participant 893,online,55.0,A man,White / Caucasian,83716.0,Associates degree,"$75,000 to $99,999"
Participant 894,online,30.0,A man,White / Caucasian,83705.0,"Some high school, no diploma","$50,000 to $74,999"
Participant 895,online,23.0,A woman,White / Caucasian,83709.0,8th grade or less,"$25,000 to $49,999"
Participant 896,online,18.0,A woman,White / Caucasian,83706.0,8th grade or less,
Participant 897,online,47.0,A woman,White / Caucasian,83714.0,Associates degree,"$75,000 to $99,999"
Participant 898,online,27.0,A woman,White / Caucasian,83617.0,"Some high school, no diploma","$25,000 or less"
Participant 899,online,52.0,A woman,White / Caucasian,83705.0,Associates degree,"$75,000 to $99,999"
Participant 9,in_person,26.0,A woman,White / Caucasian,83712.0,"High school graduate, diploma or GED","$25,000 or less"
Participant 9,online,37.0,A woman,White / Caucasian,83702.0,"Some college, no degree","$100,000 or more"
Participant 90,in_person,70.0,A man,White / Caucasian,83706.0,Master’s degree,"$75,000 to $99,999"
Participant 90,online,61.0,A man,,83705.0,Associates degree,"$100,000 or more"
Participant 900,online,20.0,A woman,White / Caucasian,83705.0,"Some high school, no diploma","$25,000 or less"
Participant 901,online,37.0,A woman,White / Caucasian,83712.0,Associates degree,"$100,000 or more"
Participant 902,online,19.0,A man,White / Caucasian,83706.0,8th grade or less,"$100,000 or more"
Participant 903,online,52.0,A woman,White / Caucasian,83714.0,"Some college, no degree","$25,000 to $49,999"
Participant 904,online,19.0,A woman,White / Caucasian,83706.0,8th grade or less,"$50,000 to $74,999"
Participant 905,online,61.0,A woman,Hispanic or Latino,83716.0,"Some college, no degree","$50,000 to $74,999"
Participant 906,online,40.0,A woman,White / Caucasian,83651.0,"Some college, no degree","$100,000 or more"
Participant 907,online,58.0,A woman,White / Caucasian,83646.0,"Some high school, no diploma","$100,000 or more"
Participant 908,online,50.0,A woman,White / Caucasian,83716.0,Associates degree,"$100,000 or more"
Participant 909,online,26.0,A woman,White / Caucasian,83712.0,"High school graduate, diploma or GED","$25,000 or less"
Participant 91,in_person,50.0,A woman,White / Caucasian,83709.0,Bachelor’s degree,"$100,000 or more"
Participant 91,online,52.0,A man,White / Caucasian,83713.0,"Some college, no degree","$50,000 to $74,999"
Participant 910,online,59.0,A woman,White / Caucasian,83702.0,"Some college, no degree","$25,000 to $49,999"
Participant 911,online,50.0,A woman,White / Caucasian,83669.0,"Some college, no degree","$50,000 to $74,999"
Participant 912,online,62.0,A man,White / Caucasian,83628.0,"Some college, no degree","$50,000 to $74,999"
Participant 913,online,44.0,A man,White / Caucasian,83716.0,"Some college, no degree","$75,000 to $99,999"
Participant 914,online,21.0,A woman,Hispanic or Latino,85083.0,"Some high school, no diploma","$100,000 or more"
Participant 915,online,21.0,A woman,White / Caucasian,83712.0,8th grade or less,"$25,000 to $49,999"
Participant 916,online,21.0,A man,White / Caucasian,83712.0,"Some high school, no diploma",
Participant 917,online,22.0,A man,Hispanic or Latino,83706.0,"Some high school, no diploma","$25,000 or less"
Participant 918,online,53.0,A woman,White / Caucasian,83703.0,Associates degree,"$75,000 to $99,999"
Participant 919,online,38.0,A woman,White / Caucasian,83714.0,"Some college, no degree","$75,000 to $99,999"
Participant 92,in_person,26.0,A woman,White / Caucasian,83709.0,Bachelor’s degree,"$100,000 or more"
Participant 92,online,,,,,,
Participant 920,online,64.0,A man,White / Caucasian,83704.0,Associates degree,"$75,000 to $99,999"
Participant 921,online,48.0,A man,White / Caucasian,83702.0,"Some college, no degree","$25,000 or less"
Participant 922,online,19.0,A woman,Hispanic or Latino,83644.0,8th grade or less,"$25,000 to $49,999"
Participant 923,online,19.0,A woman,White / Caucasian,83702.0,8th grade or less,"$25,000 or less"
Participant 924,online,70.0,A man,White / Caucasian,83716.0,Associates degree,"$75,000 to $99,999"
Participant 925,online,18.0,A man,Hispanic or Latino,83646.0,8th grade or less,"$100,000 or more"
Participant 926,online,37.0,A man,White / Caucasian,83705.0,8th grade or less,"$50,000 to $74,999"
Participant 927,online,46.0,A man,White / Caucasian,83647.0,"Some college, no degree","$25,000 or less"
Participant 928,online,21.0,A woman,White / Caucasian,83687.0,"Some high school, no diploma","$50,000 to $74,999"
Participant 929,online,22.0,A man,White / Caucasian,83702.0,8th grade or less,"$25,000 or less"
Participant 93,in_person,51.0,A woman,White / Caucasian,83709.0,Bachelor’s degree,"$100,000 or more"
Participant 93,online,21.0,A woman,White / Caucasian,83706.0,"Some high school, no diploma","$25,000 or less"
Participant 930,online,23.0,A woman,White / Caucasian,83704.0,"Some high school, no diploma","$25,000 or less"
Participant 931,online,41.0,A man,Hispanic or Latino,83706.0,"High school graduate, diploma or GED","$25,000 or less"
